ad_id;Street;City_Code
6880;Wendenschlossstrasse 294 A; Berlin (12557)
6881;Wendenschlossstrasse 294 A; Berlin (12557)
6882;Wilmersdorf; Berlin (10719)
6883;Grunewald; Berlin (14193)
6884;Zehlendorf; Berlin (14169)
6885;Mitte; Berlin (10179)
6886;Weissensee; Berlin (13088)
6887;Weissensee; Berlin (13088)
6888;Kaulsdorf; Berlin (12621)
6889;Unknown;Unknown
6890;Weissensee; Berlin (13088)
6891;Buckow; Berlin / Buckow (12349)
6892;Dahlem; Berlin (14195)
6893;Altglienicke; Berlin (12524)
6894;Grunau; Berlin (12527)
6895;Altglienicke; Berlin (12524)
6896;Bohnsdorf; Berlin (12526)
6897;Grunewald; Steglitz-Zehlendorf (14169)
6898;Unknown;Unknown
6899;Grunewald; Berlin (14193)
6900;Treskowstrasse 22; Berlin (13089)
6901;Wannsee; Berlin / Wannsee (14109)
6902;Tegel; Berlin (13507)
6903;Tegel; Berlin (13507)
6904;Tegel; Berlin (13507)
6905;Gesundbrunnen; Berlin (13347)
6906;Wilmersdorf; Berlin (10719)
6907;Gitschiner Strasse 93; Berlin (10969)
6908;Prenzlauer Berg; Berlin (10437)
6909;Wilmersdorf; Berlin (10719)
6910;Wilmersdorf; Berlin (10707)
6911;Johannisthal; Berlin (12489)
6912;Johannisthal; Berlin (12489)
6913;Mitte; Berlin (10115)
6914;Moabit; Berlin (13407)
6915;Unknown;Unknown
6916;Sponholzstrasse 27; Berlin (12159)
6917;Sponholzstrasse 27; Berlin (12159)
6918;Bahnhofstrasse 1; Berlin (12159)
6919;Friedrichshain; Berlin (10245)
6920;Wannsee; Berlin (14109)
6921;Reinickendorf; Berlin (13409)
6922;Altglienicke; Berlin (12524)
6923;Köpenick; Berlin (12557)
6924;Johannisthal; Berlin (12487)
6925;Muggelheim; Berlin (12559)
6926;Schmöckwitz; Berlin (12527)
6927;Bohnsdorf; Berlin (12526)
6928;Hakenfelde; Berlin (13587)
6929;Heiligensee; Berlin (13503)
6930;Kladow; Berlin (14089)
6931;Zehlendorf; Berlin / Zehlendorf (14167)
6932;Schmargendorf; Berlin (14195)
6933;Rudow; Berlin (12357)
6934;Wannsee; Berlin (14109)
6935;Wannsee; Berlin (14109)
6936;Wannsee; Berlin (14109)
6937;Reinickendorf; Berlin (13403)
6938;Blankenburger Str. 26; Berlin (13156)
6939;Mariendorf; Berlin (D) Mariendorf (12277)
6940;Moabit; Berlin (10119)
6941;Dahlem; Berlin (14195)
6942;Schillerstrasse 22; Berlin (12207)
6943;Karlshorst; Berlin (10318)
6944;Tempelhof; Berlin (12099)
6945;Dudenstrasse 76; Berlin (10965)
6946;Dudenstrasse 76; Berlin (10965)
6947;Friedrichshain; Berlin (10245)
6948;Gesundbrunnen; Berlin (13347)
6949;Neukölln; Berlin (12043)
6950;Hermsdorf; Berlin (13467)
6951;Friedrichshain; Berlin (10245)
6952;Wannsee; Berlin (14109)
6953;Biesdorf; Berlin (12683)
6954;Mahlsdorf; Berlin (12623)
6955;Kunzendorfstrasse 2; Berlin (14165)
6956;Uhlandstrasse 136; Berlin (10717)
6957;Uhlandstrasse 136; Berlin (10717)
6958;Uhlandstrasse 136; Berlin (10717)
6959;Dahlem; Berlin (14195)
6960;Biesdorf; Berlin (12683)
6961;Biesdorf; Berlin (12683)
6962;Schöneberg; Tiergarten (10785)
6963;Mitte; Berlin (10117)
6964;Mitte; Berlin (10115)
6965;Weissensee; Berlin (13088)
6966;Schöneberg; Schöneberg (10781)
6967;Weissensee; Berlin (13088)
6968;Luckstrasse 46; Berlin (10317)
6969;Weissensee; Berlin (13088)
6970;Grunewald; Berlin (14193)
6971;Tegel; Berlin (13469)
6972;Kunzendorfstrasse 2; Berlin (14165)
6973;Kunzendorfstrasse 2; Berlin (14165)
6974;Spandau; Berlin (13585)
6975;Spandau; Berlin (13585)
6976;Wilmersdorfer Strasse 107c; Berlin (10629)
6977;Wilmersdorfer Strasse 107a; Berlin (10629)
6978;Spandau; Berlin (13585)
6979;Spandau; Berlin (13585)
6980;Friedrichshain; Friedrichshain (10243)
6981;Akazienallee 43; Berlin (14050)
6982;Karow; Berlin (13125)
6983;Biesdorf; Berlin (12683)
6984;Tegel; Berlin (13507)
6985;Lichtenrade; Berlin (12305)
6986;Maybachufer 20; Berlin (12047)
6987;Eylauer Strasse 14; Berlin (10965)
6988;Ketschendorfer Weg 12; Berlin (12683)
6989;Steglitz; Berlin (12169)
6990;Schluterstrasse 65; Berlin (10625)
6991;Unknown;Unknown
6992;Grunewald; Berlin (14193)
6993;Tiergarten; Berlin / Tiergarten (10785)
6994;Dudenstrasse 76; Berlin (10965)
6995;Kirschenallee 1c; Berlin (14050)
6996;Paretzer Strasse 10; Berlin (10713)
6997;Wedding; Berlin (13353)
6998;Unknown;Unknown
6999;Friedrichshain; Berlin (10247)
7000;Friedrichshain; Berlin (10247)
7001;Friedrichshain; Berlin (10247)
7002;Friedrichshain; Berlin (10247)
7003;Friedrichshain; Berlin (10247)
7004;Friedrichshain; Berlin (10247)
7005;Friedrichshain; Berlin (10247)
7006;Friedrichshain; Berlin (10247)
7007;Friedrichshain; Berlin (10247)
7008;Friedrichshain; Berlin (10247)
7009;Rigaer Str. 39; Berlin (10247)
7010;Schmargendorf; Berlin (14195)
7011;Zaunkönigweg 11a; Berlin (12351)
7012;Grunewald; Berlin (14193)
7013;Frohnau; Berlin (13465)
7014;Kaulsdorf; Berlin (10585)
7015;Falkenhagener Str. 57; Berlin (13585)
7016;Dahlem; Berlin (14195)
7017;Transvaalstrasse 11; Berlin (13351)
7018;Rudow; Berlin (12355)
7019;Wilmersdorf; Berlin (10719)
7020;Kladow; Berlin (14089)
7021;Unknown;Unknown
7022;Eichborndamm 3; Berlin (13403)
7023;Tempelhof; Berlin (12099)
7024;Lichtenrade; Berlin (12305)
7025;Rudow; Berlin (12355)
7026;Kaulsdorf; Berlin (12623)
7027;Weissensee; Berlin (13088)
7028;Unknown;Unknown
7029;Weissensee; Berlin (13088)
7030;Weissensee; Berlin (13088)
7031;Weissensee; Berlin (13088)
7032;Weissensee; Berlin (13088)
7033;Borsigwalde; Berlin (13403)
7034;Weissensee; Berlin (13088)
7035;Weissensee; Berlin (13088)
7036;Weissensee; Berlin (13088)
7037;Weissensee; Berlin (13088)
7038;Weissensee; Berlin (13088)
7039;Spandau; Berlin (13583)
7040;Wilmersdorfer Strasse 107c; Berlin (10629)
7041;Weissensee; Berlin (13088)
7042;Weissensee; Berlin (13088)
7043;Mitte; Berlin (10179)
7044;Weissensee; Berlin (13088)
7045;Weissensee; Berlin (13088)
7046;Ackerstrasse 153; Berlin (10115)
7047;Ackerstrasse 153; Berlin (10115)
7048;Ackerstrasse 153; Berlin (10115)
7049;Ackerstrasse 153; Berlin (10115)
7050;Ackerstrasse 153; Berlin (10115)
7051;Weissensee; Berlin (13088)
7052;Weissensee; Berlin (13088)
7053;Weissensee; Berlin (13088)
7054;Weissensee; Berlin (13088)
7055;Schmargendorf; Berlin (14193)
7056;Niederschöneweide; Berlin (12439)
7057;Dudenstrasse 76; Berlin (10965)
7058;Friedrichshain; Berlin (10245)
7059;Tiriotstrasse 56E; Berlin (13127)
7060;Tiriotstrasse 56B; Berlin / Französisch Buchholz (13127)
7061;Unknown;Unknown
7062;Weissensee; Berlin (13088)
7063;Weissensee; Berlin (13088)
7064;Weissensee; Berlin (13088)
7065;Weissensee; Berlin (13088)
7066;Weissensee; Berlin (13088)
7067;Weissensee; Berlin (13088)
7068;Weissensee; Berlin (13088)
7069;Weissensee; Berlin (13088)
7070;Weissensee; Berlin (13088)
7071;Weissensee; Berlin (13088)
7072;Weissensee; Berlin (13088)
7073;Weissensee; Berlin (13088)
7074;Weissensee; Berlin (13088)
7075;Weissensee; Berlin (13088)
7076;Sonnenallee 194; Berlin / Neukölln (12059)
7077;Antonienstrasse 2; Berlin (13403)
7078;Oppelner Strasse 10; Berlin (10997)
7079;Westend; Berlin (14055)
7080;Wilmersdorf; Berlin (10719)
7081;Schlesische Strasse 16; Berlin (10997)
7082;Cuvrystrasse 49; Berlin (10997)
7083;Lindenthaler Allee 36; Berlin (14163)
7084;Lindenthaler Allee 36; Berlin (14163)
7085;Wilmersdorf; Berlin (10777)
7086;Prenzlauer Berg; Berlin / Prenzlauer Berg (10437)
7087;Prenzlauer Berg; Berlin / Prenzlauer Berg (10437)
7088;Lankwitz; Berlin (12249)
7089;Wilmersdorf; Berlin (14197)
7090;Lankwitz; Berlin (12249)
7091;Nollendorfstrasse 33; Berlin (10777)
7092;Alt-Hohenschönhausen; Berlin (10315)
7093;Alt-Hohenschönhausen; Berlin (10315)
7094;Steglitz; Berlin (12165)
7095;Unknown;Unknown
7096;Treskowstrasse 22; Berlin (13089)
7097;Brunnenstrasse 171; Berlin (10119)
7098;Brunnenstrasse 171; Berlin (10119)
7099;Brunnenstrasse 171; Berlin (10119)
7100;Sedanstrasse 3; Berlin / Steglitz (12167)
7101;Friedrichshain; Berlin (10245)
7102;Loschmidtstrasse 16; Berlin (10587)
7103;Loschmidtstrasse 16; Berlin (10587)
7104;Loschmidtstrasse 16; Berlin (10587)
7105;Loschmidtstrasse 16; Berlin (10587)
7106;Charlottenburg; Berlin (10719)
7107;Unknown;Unknown
7108;Köpenick; Berlin (12557)
7109;Grunewald; Berlin / Grunewald (14193)
7110;Charlottenburg; Berlin (10623)
7111;Pestalozzistr. 11; Berlin (10625)
7112;Pestalozzistr. 11; Berlin (10625)
7113;Pestalozzistr. 11; Berlin (10625)
7114;Pestalozzistr. 11; Berlin (10625)
7115;Pestalozzistr. 11; Berlin (10625)
7116;Pestalozzistr. 11; Berlin (10625)
7117;Pestalozzistr. 11; Berlin (10625)
7118;Pestalozzistr. 11; Berlin (10625)
7119;Charlottenburg; Berlin / Charlottenburg (10623)
7120;Pestalozzistr. 11; Berlin (10625)
7121;Pestalozzistr. 11; Berlin (10625)
7122;Pestalozzistr. 11; Berlin (10625)
7123;Friedrichshain; Berlin (10243)
7124;Friedrichshain; Berlin (10243)
7125;Friedrichshain; Berlin (10243)
7126;Friedrichshain; Berlin (10243)
7127;Friedrichshain; Berlin (10243)
7128;Friedrichshain; Berlin (10243)
7129;Friedrichshain; Berlin (10243)
7130;Friedrichshain; Berlin (10243)
7131;Friedrichshain; Berlin (10243)
7132;Friedrichshain; Berlin (10243)
7133;Friedrichshain; Berlin (10243)
7134;Friedrichshain; Berlin (10243)
7135;Kirschenallee 1c; Berlin (14050)
7136;Lichterfelde; Berlin (14167)
7137;Mahlsdorf; Berlin (12623)
7138;Mahlsdorf; Berlin (12623)
7139;Grunewald; Berlin (14193)
7140;Marienfelde; Berlin (12277)
7141;Hermsdorf; Berlin (13467)
7142;Wilmersdorf; Berlin (10713)
7143;Hermsdorf; Berlin / Hermsdorf (13467)
7144;Rudow; Berlin (12353)
7145;Charlottenburg; Berlin (10623)
7146;Unknown;Unknown
7147;Wichertstrasse 43; Berlin (10439)
7148;Zillestr.65; Berlin (10585)
7149;Zillestr.65; Berlin (10585)
7150;Zillestr.65; Berlin (10585)
7151;Tiergarten; Berlin / Tiergarten (10785)
7152;Weissensee; Berlin (13088)
7153;Weissensee; Berlin (13088)
7154;Wilhelmsruh; Berlin (13158)
7155;Wilmersdorf; Berlin (10719)
7156;Kladow; Berlin (14089)
7157;Krottnaurer Strasse 13; Berlin (14129)
7158;Alt-Treptow; Berlin (12435)
7159;Alt-Treptow; Berlin (12435)
7160;Mecklenburgische Strasse 87/88; Berlin / Wilmersdorf (10713)
7161;Holsteinische Strasse 13; Berlin (10717)
7162;Mahlsdorf; Berlin (12623)
7163;Genthiner Strasse 4; Berlin (10785)
7164;Finckensteinallee 151; Berlin (12205)
7165;Rudow; Berlin (12357)
7166;Hoffmannstrasse 14; Berlin (12489)
7167;Prenzlauer Berg; Berlin (10405)
7168;Friedrichshain; Berlin (10243)
7169;Dahlem; Berlin (14195)
7170;Tiergarten; Berlin (10785)
7171;Sesenheimer Str. 15; Berlin (10627)
7172;Zehlendorf; Berlin (12203)
7173;Zehlendorf; Berlin (12203)
7174;Friedrichshain; Berlin (10247)
7175;Friedrichshain; Berlin (10247)
7176;Friedrichshain; Berlin (10247)
7177;Friedrichshain; Berlin (10247)
7178;Friedrichshain; Berlin (10247)
7179;Alte Jakobstrasse 77 a; Berlin (10179)
7180;Schöneberg; Berlin (10781)
7181;Schmargendorf; Berlin / Schmargendorf (14199)
7182;Lichterfelde; Berlin (14167)
7183;Schöneberg; Berlin (10781)
7184;Motzstr. 28; Berlin (10777)
7185;Blankenburg; Berlin (13129)
7186;Alt Blankenburg 12; Berlin (13127)
7187;Blankenburg; Berlin (13127)
7188;Kreuzberg; Berlin (10963)
7189;Jenbacher Weg 30; Berlin (12209)
7190;Blankenfelde; Berlin (13159)
7191;Charlottenburg; Berlin (10627)
7192;Charlottenburg; Berlin (10627)
7193;Charlottenburg; Berlin (10627)
7194;Charlottenburg; Berlin (10627)
7195;Charlottenburg; Berlin (10627)
7196;Reinickendorf; Berlin (13403)
7197;Mitte; Berlin (10119)
7198;Oberschöneweide; Berlin (12459)
7199;Unknown;Unknown
7200;Schmöckwitz; Berlin (12527)
7201;Adlershof; Berlin (12489)
7202;Friedrichshain; Berlin / Friedrichshain (10247)
7203;Weissensee; Berlin (13088)
7204;Weissensee; Berlin (13088)
7205;Weissensee; Berlin (13088)
7206;Schöneberg; Berlin (10825)
7207;Weissensee; Berlin (13088)
7208;Deidesheimer Str. 8; Berlin (14197)
7209;Wannsee; Berlin (14109)
7210;Lichterfelde; Berlin (14195)
7211;Schmargendorf; Berlin (14193)
7212;Dahlem; Berlin (14193)
7213;Luckstrasse 46; Berlin (10317)
7214;Luckstrasse 46; Berlin (10317)
7215;Luckstrasse 46; Berlin (10317)
7216;Luckstrasse 46; Berlin (10317)
7217;Kaulsdorf; Berlin (12621)
7218;Kaulsdorf; Berlin (12621)
7219;Boedikerstrasse 10; Berlin Friedrichshain / Stralau (10245)
7220;Rahnsdorf; Berlin (12589)
7221;Gerichtstr. 19; Berlin (13347)
7222;Pankow; Berlin (13187)
7223;Unknown;Unknown
7224;Charlottenburg; Berlin (10629)
7225;Mitte; Berlin (10179)
7226;Holsteinische Strasse 55; Berlin (10717)
7227;Unknown;Unknown
7228;Neukölln; Berlin (12051)
7229;Wilmersdorf; Berlin (14197)
7230;Lichtenrade; Berlin (12305)
7231;Lichtenrade; Berlin (12305)
7232;Steglitzer Damm 20; Berlin / Steglitz (12167)
7233;Biesdorf; Berlin (12683)
7234;Blankenburg; Berlin (13129)
7235;Isoldestrasse 5; Berlin (12159)
7236;Lichterfelde; Berlin (12203)
7237;Lichterfelde; Berlin (12203)
7238;Lichterfelde; Berlin (12203)
7239;Lichterfelde; Berlin (12203)
7240;Lichterfelde; Berlin (12203)
7241;Gropiusstadt; Berlin (12351)
7242;Dahlem; Berlin / Dahlem (14195)
7243;Lichterfelde; Berlin (12209)
7244;Lichterfelde; Berlin (12203)
7245;Lichterfelde; Berlin (12203)
7246;Belziger Strasse 29; Berlin (10823)
7247;Zehlendorf; Berlin (14167)
7248;Zehlendorf; Berlin (14167)
7249;Warschauer Strasse 81; Berlin (10243)
7250;Wilmersdorf; Berlin (10719)
7251;Genthiner Strasse 4; Berlin (10785)
7252;Beuckestrasse 9; Berlin (14163)
7253;Buch; Berlin (13125)
7254;Hermsdorf; Berlin (13467)
7255;Westend; Berlin (14055)
7256;Konradshöhe; Berlin (13505)
7257;Westend; Berlin (14055)
7258;Lichterfelde; Berlin (12205)
7259;Nikolassee; Berlin (14129)
7260;Lichterfelde; Berlin (12203)
7261;Steglitz; Berlin (12163)
7262;Friedenau; Berlin (12161)
7263;Niederschönhausen; Berlin (13156)
7264;Menzelstrasse 7; Berlin (14193)
7265;Unknown;Unknown
7266;Köpenick; Berlin (12557)
7267;Unknown;Unknown
7268;Köpenick; Berlin (12557)
7269;Bohnsdorf; Berlin (12527)
7270;Zionskirchstrasse 4; Berlin (10119)
7271;Mahlsdorf; Berlin (12623)
7272;Lichterfelde; Berlin (12207)
7273;Rosenthal; Berlin (13158)
7274;Wilmersdorf; Berlin (10719)
7275;Tiergarten; Berlin / Tiergarten (10785)
7276;Parksiedlung Spruch 127; Berlin (12349)
7277;Lichterfelde; Berlin (12207)
7278;Unknown;Unknown
7279;Wilmersdorf; Berlin (10719)
7280;Wilmersdorf; Berlin (10719)
7281;Brunnenstrasse 171; Berlin (10119)
7282;Steglitz; Berlin (12163)
7283;Stösserstrasse 18; Berlin (13505)
7284;Stösserstrasse 18; Berlin (13505)
7285;Tiergarten; Berlin / Tiergarten (10785)
7286;Kiefholzstrasse 5; Berlin (12435)
7287;Kiefholzstrasse 5; Berlin (12435)
7288;Hakenfelde; Berlin (13587)
7289;Schmargendorf; Berlin (14199)
7290;Grunewald; Berlin (14193)
7291;Borsigwalde; Berlin (13509)
7292;Steglitz; Berlin (12163)
7293;Steglitz; Berlin (12163)
7294;Wilmersdorfer Strasse 106; Berlin (10629)
7295;Max-Beer-Strasse 31; Berlin (10119)
7296;Max-Beer-Strasse 31; Berlin (10119)
7297;Grunewald; Berlin (14193)
7298;Wilmersdorf; Berlin (10715)
7299;Freienwalder Strasse 19a; Berlin (13359)
7300;Friedenau; Berlin (14197)
7301;Unknown;Unknown
7302;Friedrichshain; Berlin (10247)
7303;Niederschönhausen; Berlin (13156)
7304;Kalckreuthstr. 10; Berlin (10777)
7305;Niederschönhausen; Berlin (13156)
7306;Wilhelmstadt; Berlin (13587)
7307;Charlottenburg; Berlin (10719)
7308;Wilmersdorf; Berlin (14197)
7309;Prenzlauer Berg; Berlin / Prenzlauer Berg (10437)
7310;Schöneberg; Berlin (10829)
7311;Stephanstr. 31; Berlin (12167)
7312;Reinickendorf; Berlin (13403)
7313;Max-Beer-Strasse 31; Berlin (10119)
7314;Unknown;Unknown
7315;Damerowstr. 43; Berlin (13187)
7316;Halensee; Berlin (10709)
7317;Prenzlauer Berg; Berlin (10439)
7318;Unknown;Unknown
7319;Grolmanstr. 52; Berlin (10623)
7320;Friedrichshain; Berlin (10243)
7321;Grolmanstr. 52; Berlin (10623)
7322;Grolmanstr. 52; Berlin (10623)
7323;Grolmanstr. 52; Berlin (10623)
7324;Grolmanstr. 52; Berlin (10623)
7325;Grolmanstr. 52; Berlin (10623)
7326;Westend; Berlin (14057)
7327;Charlottenburg; Berlin (10585)
7328;Charlottenburg; Berlin (10585)
7329;Charlottenburg; Berlin (10585)
7330;Charlottenburg; Berlin (10585)
7331;Charlottenburg; Berlin (10585)
7332;Kreuzberg; Berlin (10965)
7333;Wannsee; Berlin (14109)
7334;Niederschönhausen; Berlin (13156)
7335;Steglitzer Damm 24 WE 08; Berlin (12169)
7336;Charlottenburg; Berlin (10629)
7337;Weissensee; Berlin (13088)
7338;Wilmersdorf; Berlin (14197)
7339;Schmargendorf; Berlin (14199)
7340;Kreuzberg; Berlin (10969)
7341;Dahlem; Berlin (14195)
7342;Charlottenburg; Berlin (10589)
7343;Glasgower Strasse 5; Berlin (13349)
7344;Johannisthal; Berlin (12487)
7345;Schöneberg; Berlin (10777)
7346;Unknown;Unknown
7347;Niederschönhausen; Berlin (13156)
7348;Niederschönhausen; Berlin (13156)
7349;Heiligensee; Berlin (13503)
7350;Grunewald; Berlin (14193)
7351;Tegel; Berlin (13467)
7352;Lichterfelde; Berlin (14167)
7353;Tiergarten; Berlin / Tiergarten (10785)
7354;Lichtenrade; Berlin (12305)
7355;Tiergarten; Berlin (10787)
7356;Wilmersdorf; Berlin (14197)
7357;Wilmersdorf; Berlin (14197)
7358;Stephanstrasse 33; Berlin (12167)
7359;Wilmersdorf; Berlin (14197)
7360;Unknown;Unknown
7361;Wilmersdorf; Berlin (10707)
7362;Feldtmannstrasse 50; Berlin (13051)
7363;Lichtenrade; Berlin (12309)
7364;Lichtenrade; Berlin (12309)
7365;Lichtenrade; Berlin (12309)
7366;Lichtenrade; Berlin (12309)
7367;Hermsdorf; Berlin (13467)
7368;Lichtenrade; Berlin (12309)
7369;Adlershof; Berlin (12489)
7370;Lichtenrade; Berlin (12309)
7371;Friedenau; Berlin (14197)
7372;Wilmersdorf; Berlin (14197)
7373;Friedrichshain; Berlin (10247)
7374;Joachim Friedrich Str 14; Berlin (10711)
7375;Weinmeisterhornweg 193b; Berlin (13593)
7376;Schmargendorf; Berlin (14193)
7377;Rudow; Berlin (12357)
7378;Rudow; Berlin (12357)
7379;Mahlsdorf; Berlin / Mahlsdorf (12623)
7380;Corinthstr. 28/30; Berlin (10245)
7381;Weissensee; Berlin (13088)
7382;Moabit; Berlin (10555)
7383;Zaunkönigweg 9; Berlin (12351)
7384;Köpenick; Berlin (12555)
7385;Wilmersdorf; Berlin (10719)
7386;Wilmersdorf; Berlin (10719)
7387;Steglitz; Berlin / Steglitz (12163)
7388;Wilmersdorf; Berlin (10719)
7389;Unknown;Unknown
7390;Rudow; Berlin (12355)
7391;Reinickendorf; Berlin (13403)
7392;Steglitz; Berlin (12167)
7393;Transvaalstrasse 11; Berlin (13351)
7394;Kreuzbergstrasse 11; Berlin (10965)
7395;Ringstrasse 50; Berlin (12205)
7396;Kreuzbergstrasse 12; Berlin (10965)
7397;Friedrichsberger Strasse 2; Berlin (10243)
7398;Zaunkönigweg 11; Berlin (12351)
7399;Ringstrasse 50; Berlin (12205)
7400;Pannierstrasse 20; Berlin (12047)
7401;Pascalstrasse 18; Berlin (10587)
7402;Pannierstrasse 20; Berlin (12047)
7403;Fregestrasse 76; Berlin (12159)
7404;Pannierstrasse 20; Berlin (12047)
7405;Pannierstrasse 20; Berlin (12047)
7406;Kreuzbergstrasse 11; Berlin (10965)
7407;Gotenstrasse 80; Berlin (10829)
7408;Glasgower Strasse 5; Berlin (13349)
7409;Fregestrasse 76; Berlin (12159)
7410;Pannierstrasse 20; Berlin (12047)
7411;Warschauer Strasse 81 a; Berlin (10243)
7412;Zaunkönigweg 9; Berlin (12351)
7413;Lindenthaler Allee 34; Berlin (14163)
7414;Wilhelmsruh; Berlin (13158)
7415;Gatow; Berlin (14089)
7416;Tegel; Berlin (13469)
7417;Kreuzberg; Berlin / Kreuzberg (10961)
7418;Köpenick; Berlin (12559)
7419;Unknown;Unknown
7420;Köpenick; Berlin (12557)
7421;Köpenick; Berlin (12559)
7422;Schmargendorf; Berlin (14195)
7423;Schmargendorf; Berlin (14199)
7424;Tegel; Berlin (13507)
7425;Köpenick; Berlin (12555)
7426;Wilhelmstadt; Berlin (14089)
7427;Fregestrasse 76; Berlin (12159)
7428;Britz; Berlin (12347)
7429;Grunewald; Berlin (14195)
7430;Schöneberg; Berlin (10823)
7431;Wilmersdorf; Berlin (10715)
7432;Zehlendorf; Berlin (14169)
7433;Bundesallee 156; Berlin (10715)
7434;Unknown;Unknown
7435;Leonorenstrasse 67; Berlin (12247)
7436;Hauptstrasse 68A; Berlin (12159)
7437;Mullerstrasse 29; Berlin (12207)
7438;Mullerstrasse 29; Berlin (12207)
7439;Steglitz; Berlin (12169)
7440;Kreuzberg; Berlin (10243)
7441;Kreuzberg; Berlin (10243)
7442;Friedrichshain; Berlin (10247)
7443;Köpenick; Berlin (12524)
7444;Köpenick; Berlin (12524)
7445;Zehlendorf; Berlin (14163)
7446;Friedrichsfelde; Berlin (10315)
7447;Kiehlufer 57; Berlin (12059)
7448;Kiehlufer 57; Berlin (12059)
7449;Stephanstrasse 33; Berlin (12167)
7450;Grunewald; Berlin (14195)
7451;Tiergarten; Berlin (10785)
7452;Hermsdorf; Berlin (13467)
7453;Kaulsdorf; Berlin (12621)
7454;Wannsee; Berlin (14109)
7455;Kiehlufer 57; Berlin (12059)
7456;Wannsee; Berlin (14109)
7457;Grunewald; Berlin (14193)
7458;Grunewald; Berlin (14193)
7459;Charlottenburg; Berlin (14059)
7460;Adlershof; Berlin (12489)
7461;Wiener Str. 33B; Berlin (10999)
7462;Friedrichshain; Berlin (10247)
7463;Wilmersdorf; Berlin (14197)
7464;Hundsteinweg 49; Berlin (12107)
7465;Hundsteinweg 49; Berlin (12107)
7466;Wilmersdorf; Berlin / Wilmersdorf (10779)
7467;Gruntaler Strasse 18; Berlin (13357)
7468;Wilmersdorf; Berlin (14197)
7469;Charlottenburg; Berlin (14057)
7470;Friedrichshain; Berlin-Friedrichshain (10249)
7471;Friedrichshagen; Amposta (43870)
7472;Kreuzberg; Berlin (10997)
7473;Kreuzberg; Berlin (10963)
7474;Zehlendorf; Berlin (14167)
7475;Mainzer Strasse 21; Berlin (10247)
7476;Zehlendorf; Berlin (14167)
7477;Friedrichshain; Berlin (10247)
7478;Unknown;Unknown
7479;Wedding; Berlin (13353)
7480;Mainzer Strasse 21; Berlin (10247)
7481;Friedrichshain; Berlin (10247)
7482;Waidmannslust; Berlin (13469)
7483;Tiergarten; Berlin (10785)
7484;Lothar Bucher Strasse 9 a; Berlin (12157)
7485;Buckow; Berlin (12349)
7486;Alt-Treptow; Berlin (10245)
7487;Grunewald; Berlin (14193)
7488;Pankow; Berlin (13187)
7489;Grunewald; Berlin (14193)
7490;Tiergarten; Berlin (10785)
7491;Wrangelstrasse 10; Berlin (12165)
7492;Gesundbrunnen; Berlin (13357)
7493;Staaken; Berlin (13591)
7494;Schnackenburgstrasse 7; Berlin (12159)
7495;Johannisthal; Berlin (12489)
7496;Adlershof; Berlin (12489)
7497;Corinthstrasse 51; Berlin (10245)
7498;Reinickendorf; Berlin (13409)
7499;Buckow; Berlin (12349)
7500;Dahlem; Berlin / Dahlem (14195)
7501;Alt-Treptow; Berlin (12435)
7502;Hakenfelde; Berlin (13587)
7503;Friedenau; Berlin (12159)
7504;Tegel; Berlin (13507)
7505;Friedenau; Berlin (12161)
7506;Reinickendorf; Berlin (13407)
7507;Reinickendorf; Berlin (13403)
7508;Wilhelmstadt; Berlin (13581)
7509;Fielitzstrasse 44; Berlin (12487)
7510;Ambossweg 40c; Berlin (13437)
7511;Frohnau; Berlin (13465)
7512;Buckow; Berlin (12353)
7513;Britz; Berlin (12359)
7514;Köpenick; Berlin (12555)
7515;Bleibtreustrasse; Berlin (10707)
7516;Ettaler Str.; Berlin (10777)
7517;Dottistrasse; Berlin (10367)
7518;Zur Rothen Laake 23; Berlin (12524)
7519;Fasanenstr. 39; Berlin (12526)
7520;Am Steinberg; Berlin (13086)
7521;Rigaerstr.; Berlin (10247)
7522;Karl-Wilker-Strasse; Berlin (10317)
7523;Dahlmannstr.; Berlin (10629)
7524;Niederschönhausen; Berlin (13156)
7525;Urbanstrasse 5a; Berlin (10961)
7526;Urbanstrasse 5a; Berlin (10961)
7527;Pertisauer Weg 19a; Berlin (12209)
7528;Mitte; Berlin (10179)
7529;Schöneberg; Berlin (10825)
7530;Gropiusstadt; Berlin (12351)
7531;Prenzlauer Berg; Berlin (10409)
7532;Neukölln; Berlin (12049)
7533;Charlottenburg; Berlin (10589)
7534;Lindenberg; Ahrensfelde (16356)
7535;Lindenberg; Ahrensfelde (16356)
7536;Klarahöh; Ahrensfelde (16356)
7537;Ahrensfelde; Ahrensfelde (16356)
7538;Ahrensfelde; Ahrensfelde (16356)
7539;Grossziethen; Schönefeld (12529)
7540;Ahrensfelde; Ahrensfelde (16356)
7541;Schildow; Muhlenbecker Land (16552)
7542;Ahrensfelde; Ahrensfelde (16356)
7543;Schildow; Schildow (16652)
7544;Ahrensfelde; Ahrensfelde (16356)
7545;Glienicke/Nordbahn (16548);590.000 5.130
7546;Schwanebeck; Panketal-Schwanebeck (16341)
7547;Schildow; Schildow (16552)
7548;Ahrensfelde; Ahrensfelde (16356)
7549;Grossziethen; Schönefeld (12529)
7550;Grossziethen; Schönefeld (12529)
7551;Ahrensfelde; Ahrensfelde (16356)
7552;Neu Lindenberg; Ahrensfelde (16356)
